name,content,stars,upvote,time,location
渡边,厉害的，确实值一个金棕榈。切口虽小，但文本密度不低，最出色的是叙事上的逐层递进。看的时候在想，如此大量的庭审戏是不是一种文本输出的“偷懒行为”，但导演在节奏上的把握极为精准，吵架一场戏的处理也极为出彩，女主的表演也非常有层次。而影片留给观众（也可以是陪审团）的判决最耐人寻味，我们究竟该如何把握现实，究竟该如何在获知一些事实后重建信任，以及最终选择相信什么，这些思考都是超出电影本身的余韵。,4,201,2023/10/13,江苏
LORENZO 洛伦佐,严丝合缝的叙事，精准拿捏的台词，滴水不漏的表演以及天衣无缝的执行，该片可以说是一展导演功力的秀台。台词凌厉尤其是法庭戏的正反打犹如真相的两面在观众心头角力，婚姻生活的最后一层遮羞布被剖开赤裸袒露在大众视野之下，极度真实却给人深深的无力感。这一场伤敌一千自损八百的战役，与其说是解构坠楼，不如说是解构婚姻。最后，狗狗真的是救世主，一狗承担所有。,5,136,2023/10/13,荷兰
李梦,一场真正的谋杀来自人性深处的扭曲。,5,94,2023/10/21,北京
愁容袋鼠,狗在你们家怪不容易的,4,224,2024/3/29,陕西
双晚,A. 引人入胜是一种本事，写出兼具如此容量与趣味的剧本更是，不仅关于亲密关系、性别权力、创作焦虑、舆论审判，更关于虚构与真实。特里叶用各种形式各种场合的“讲述”拼凑出接近真实的可能路径，又马上通过对其的质疑与否定消解“真实”本身。于是所有角色开始走向一种共同创作：当法庭、家庭甚至最私密的谈话都成为“编剧”的现场，我们人生叙事的那支笔，从来都是和别人一起握的。2023.5.21 Lumière,5,116,2023/5/28,西班牙
[x],男人只是经历了女人的日常就受不了😂,5,120,2024/4/3,上海
ST,把女性困境安在男性身上，男性就会自杀，且无人相信。,5,133,2024/4/10,上海
欢乐分裂,"摒弃花哨技法，聚焦于文本的绵密编织，言语的机锋在层层累积中达到暗流汹涌——“以虚构摧毁现实”，围绕一场真实的死亡，想象填充了证据，生活模仿了小说，抽丝剥茧地将婚姻的里里外外平铺于大众视野，其实非常适合现今舆论环境，在任何事件的风暴中心，以道德完美去评判何其危险，以惯性思维去揣测两性关系何其狭隘，人之所以为人是因为我们会失常，会失控。
当然更难得的是，在情感体系之外，隐秘的注脚遍地都是——逃离一个牢笼后进入另一个（这才是有力的女性故事），语言划分的地盘（身份政治的暗语），司法程序之外的人力因素，现今大半议题都被悄然而紧密包裹起来，在一个个蓄势待发的叙事点推动着，语言是这场战争中刺破幻觉的匕首，而孩子的最后定音正是迷局的终端。",4,120,2024/3/23,上海
日月无尽藏,欧洲人吵架时思辨性和自省力都如此之高…令人震惊，不愧是人均心理咨询的来访…剧中女主在庭审时，说：“我从不将我的孩子视为残疾人，他看书，弹钢琴，他有他自己的人生，这是他的人生。事实上….我觉得反而是我的丈夫将他事业的不得志，投射到儿子的残疾上。”看到这句台词那刻，我的震惊已经到了next level.,5,141,2024/4/12,上海
Amor-,非常精彩的剧本，值得再看。女主内心强大，情绪冷静，导演无意做一个她是否有罪无罪的拉扯，偏向明显，旨在剖析情感关系。当看到夫妻吵架的场面时，非常赞佩女主的稳定内核，但就这样强大的女性也能被丈夫逼到暴力，当女性独立放置于婚姻关系中去探寻，显然会更加复杂，婚姻就是自我与让渡自我的战争。比较动容的是儿子的角色，能在这样的混战中，理性感性的撕扯中，在记忆的可靠与摇摆中去抵达内心的坦诚，母子关系的重塑，和对父亲的再认识让人触动。ps:男友看完片子说了一句话“果然男人就不能找比自己强的女人。”——简直是戏里戏外都达到了双重映射（狗头）,5,146,2023/10/21,北京
目送,文本厚度令人惊叹，表达太丰富了，通过这个刑事案件，剖析的是背后的婚姻关系，职业的身份带出的是真实与虚构的表达，不论是演绎还原现场还是询问、创作、抑或是颅内画面都没法表现真实，对过往的揭露，赤裸裸的将一个人暴露在大众面前，相对传统来说男女倒置的家庭关系，解释了夫妻之间的矛盾，性别和外来者的表达潜移默化，自我生命的叙事本身不由自己说了算，客观主观以及真相不重要，如何面对深渊，走出深渊，回到生活，貌似更有意义，绝对精彩的法庭戏，绝对精彩的吵架戏，可惜金棕榈和影后不能给同一部电影，惠勒的表演值得一个戛纳影后，,5,120,2023/10/12,四川
啥姆雷特,一部完完全全的女性主义电影。任何有司法常识的人都能看出，像这样无法定性死因、缺乏直接证据的案件根本不能起诉。主角以理性、沉静、自主的形象出现，一反影史上的“蛇蝎美女”类型；她受到指控，根本上是因为她作为知名作家的社会声望，因为她在夫妻关系中展现出的强势主体性，因为她僭越并占据了传统性别角色中的男性地位。所以这场审判其实就是一次猎巫，到最后更是纯粹成了针对女性败坏道德的窥私盛宴。因此，摆出决定性“证据”的儿子，必须是目盲的；而在全片中目光呆滞的宠物犬，则时时刻刻保持着漠不关己的观看。父权社会追逐着坠落的死者，正如开场第一幕狗跑去叼住滚下楼梯的玩具球；整个事件不过是一场消遣，而球到底是人扔下去的，还是自己滚下去的，只要满足了自己的欲望，这还重要吗？,5,147,2024/3/30,湖南
远子,这场关于坠落的审判确实是“堕落”的，因为它试图用粗暴而冰冷的法律程序去裁决纷繁错乱却又不失温情的家庭生活。最能体现这一点的细节是，当辩护律师想象出男主最后一年的生活时，女主小声说他不是那样的人。从这个角度讲，这个故事也可以视为一则理性与技术（血迹分析、坠楼实验、心理咨询、录音、线上舆论、律师拿女主的小说当证据）入侵和摧毁个体生活的寓言。此外，这部电影似乎也可以给那些不想冒犯政治正确但仍想探讨人性幽暗的创作者提供一条新的创作思路：将现实生活中更有可能发生在女性身上的事件换到男性身上去演一遍。,4,123,2024/3/23,重庆
野啊宝贝,就挺无聊的，二倍速也浪费时间,1,239,2023/10/14,河北
艾大荀,"前面有点慢，后面看得我精神紧绷。尤其是律师的一连串质问以及十分钟的争吵，都让我很希望冲进屏幕里对他们大喊一声“shut up”。
看到很多解读说，男主在家庭中贡献了更多时间所以才导致他的失意和痛苦；而现实生活里，太多男的没才华没能力也没有付出还要指责伴侣和家庭侵占了他们太多时间，把自己变成受害者。这副嘴脸我太熟悉了，以至于对男主完全共情不起来。
一直提心吊胆，还因为，我特别怕影片最后突然来个反转把之前的这些讨论都推翻。还好没有，看到Sandra蜷在沙发上我终于松了一口气。事情到底是怎样的，可能也不重要了。",5,69,2024/3/30,英国
手抓蛋,你早说这是婚姻的审判，我就不一定来看了,3,82,2024/3/30,重庆
z.r.j.,这电影从内容到时长都给我一种疲惫感。你也不知道谁有错，你也不知道把生活中的无力感该归罪于谁，因为大家可能都没有错，但婚姻生活就是一团糟。电影将性别进行倒置，原本一般在现实生活中迁就的女性转换立场，扮演了主外、强势的一方，结论就是，没有人能够在无法实现自身价值的情况下保持理性不发疯。结婚于人于己都不是一个正确的选择，退一万步讲，结了婚也千万不要要小孩，有了小孩后必定有一方需要作出牺牲，这一方可能是父母中的一人，也有可能是小孩。看完电影最心疼的就是丹尼尔。当大人好累啊，当小孩好累啊，当有主人的狗（指两次吃了阿斯匹林后洗胃） 也好累啊，地球什么时候毁灭……,3,110,2024/3/29,湖北
ST,把女性困境安在男性身上，男性就会自杀，且无人相信。,5,133,2024/4/10,上海
日月无尽藏,欧洲人吵架时思辨性和自省力都如此之高…令人震惊，不愧是人均心理咨询的来访…剧中女主在庭审时，说：“我从不将我的孩子视为残疾人，他看书，弹钢琴，他有他自己的人生，这是他的人生。事实上….我觉得反而是我的丈夫将他事业的不得志，投射到儿子的残疾上。”看到这句台词那刻，我的震惊已经到了next level.,5,141,2024/4/12,上海
王写写,并不如大家说的那样精彩。首先这种婚姻故事真的是翻来覆去被拍烂了，本片顶多是加了个丈夫坠楼身亡的奇情引子；其次影片远远没有表达出对婚姻关系里最幽微最深切的本质，那种缠绕着快乐与怨念、圆滑与尖锐、宣泄与忍耐等各种既对立又统一的本质；再次我认为面对现实已经走入婚姻多年的人来说，影片也没有充分做到将主人公家庭问题的特殊性延展融化在世俗生活的普遍性之中，因而与我们仍会保持距离感，乃至显得缺乏新意，老调重弹。能感知到影片最着力的题眼在于那场回忆段落里的争吵，主要还是就丈夫的时间问题和事业态度问题爆发的，顺带翻翻出轨之类的旧账。是拍的是挺真实，但打击面还是太窄，且他们婚姻出现问题根源，是由于孩子车祸这样的极端事件，因此我们终归像是在看他们的故事，却很难将其提炼到自己的生活。,3,99,2023/10/26,北京
原来是西门大嫂,看到一个神评：这个男的只是过着老中女人每天都过的生活而已,4,119,2023/12/15,北京
Amor-,非常精彩的剧本，值得再看。女主内心强大，情绪冷静，导演无意做一个她是否有罪无罪的拉扯，偏向明显，旨在剖析情感关系。当看到夫妻吵架的场面时，非常赞佩女主的稳定内核，但就这样强大的女性也能被丈夫逼到暴力，当女性独立放置于婚姻关系中去探寻，显然会更加复杂，婚姻就是自我与让渡自我的战争。比较动容的是儿子的角色，能在这样的混战中，理性感性的撕扯中，在记忆的可靠与摇摆中去抵达内心的坦诚，母子关系的重塑，和对父亲的再认识让人触动。ps:男友看完片子说了一句话“果然男人就不能找比自己强的女人。”——简直是戏里戏外都达到了双重映射（狗头）,5,146,2023/10/21,北京
